energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,trans-fat_100g,cholesterol_100g,calcium_100g,iron_100g,potassium_100g,vitamin-c_100g,vitamin-a_100g,additives_n,ingredients_from_palm_oil_n,ingredients_that_may_be_from_palm_oil_n,ingredients_count,nutrition_grade_fr
268.0,2.0,0.0,8.8,5.6,2.4,1.6,0.95504,0.376,0.0,0.0,0.016,0.00058,0.304,0.0019,0.00012,1.0,0.0,0.0,14,b
1586.0,1.72,0.0,79.31,17.24,17.2,10.34,1.83896,0.724,0.0,0.0,0.0,0.06207,0.552,0.2069,0.001293,2.0,0.0,0.0,13,c
1586.0,5.17,0.0,82.76,20.69,10.3,6.9,1.00838,0.397,0.0,0.0,0.345,0.02793,0.414,0.0414,0.0005172,7.0,0.0,0.0,26,c
1552.0,5.71,1.43,77.14,34.29,5.7,8.57,1.30556,0.514,0.0,0.0,0.286,0.01029,0.286,0.0,0.0008571,3.0,0.0,0.0,14,d
1552.0,7.14,1.43,77.14,34.29,5.7,8.57,1.37922,0.543,0.0,0.0,0.286,0.01029,0.286,0.0,0.0008571,1.0,0.0,0.0,9,d
1481.0,15.93,3.54,50.44,31.86,1.8,3.54,0.6731,0.265,0.0,0.049,0.018,0.00159,0.168,0.0,0.0,3.0,0.0,0.0,17,d
138.0,0.0,0.0,6.67,0.0,0.0,6.67,9.652,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,c
297.0,0.0,0.0,17.7,16.81,1.8,0.0,0.02286,0.009,0.0,0.0,0.0,0.0,0.053,0.0106,0.0,2.0,0.0,0.0,9,b
326.0,0.0,0.0,19.53,16.41,1.6,0.0,0.02032,0.008,0.0,0.0,0.0,0.0,0.059,0.0094,0.0,1.0,0.0,0.0,6,b
2389.0,39.29,5.36,53.57,0.0,0.0,3.57,2.72034,1.071,0.0,0.0,0.0,0.00257,0.0,0.0,0.0,2.0,0.0,0.0,12,e
2389.0,39.29,7.14,46.43,7.14,0.0,10.71,2.63144,1.036,0.0,0.018,0.214,0.00257,0.375,0.0,0.0001071,2.0,0.0,0.0,10,e
2243.0,35.71,5.36,53.57,7.14,3.6,7.14,1.63322,0.643,0.0,0.0,0.071,0.00129,0.964,0.0321,0.0,0.0,0.0,0.0,16,d
2092.0,25.0,3.57,64.29,7.14,3.6,7.14,1.63322,0.643,0.0,0.0,0.071,0.00129,1.071,0.0321,0.0,1.0,0.0,0.0,17,d
2092.0,25.0,3.57,67.86,7.14,7.1,7.14,0.40894,0.161,0.0,0.0,0.071,0.00129,0.0,0.0,0.0,1.0,0.0,0.0,13,c
105.0,0.0,0.0,5.0,3.33,1.7,0.0,0.5715,0.225,0.0,0.0,0.0,0.0,0.075,0.0,0.001875,1.0,0.0,0.0,4,b
1552.0,1.43,0.0,74.29,8.57,2.9,11.43,1.95834,0.771,0.0,0.0,0.086,0.00257,0.371,0.0,0.0,8.0,0.0,0.0,25,c
1674.0,35.0,20.0,0.0,0.0,0.0,25.0,1.651,0.65,0.0,0.1,0.75,0.0,0.1,0.0,0.0003,0.0,0.0,0.0,5,e
1540.0,26.32,15.79,0.0,0.0,0.0,26.32,2.2733,0.895,0.0,0.079,0.789,0.0,0.132,0.0,0.0003159,0.0,0.0,0.0,5,e
201.0,1.6,0.4,6.4,0.0,0.8,2.4,1.91008,0.752,0.0,0.008,0.0,0.00029,0.128,0.0,0.00012,6.0,0.0,1.0,28,c
289.0,2.86,0.61,6.94,0.82,0.8,2.86,0.92202,0.363,0.0,0.014,0.008,0.00044,0.037,0.0,0.0001836,6.0,0.0,1.0,32,b
259.0,0.0,0.0,15.04,14.16,0.9,0.0,0.02286,0.009,0.0,0.0,0.0,0.0,0.027,0.0531,5.31e-05,3.0,0.0,0.0,8,b
297.0,0.0,0.0,17.7,14.16,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.0531,0.0,2.0,0.0,0.0,6,b
1481.0,3.85,1.54,70.77,16.92,1.5,7.69,2.26568,0.892,0.0,0.023,0.308,0.00277,0.185,0.0,0.0,6.0,0.0,0.0,25,d
247.0,0.59,0.0,11.76,1.76,0.6,1.76,0.64262,0.253,0.0,0.0,0.012,0.00085,0.021,0.0,0.0,6.0,0.0,0.0,27,b
837.0,10.67,2.0,17.33,0.0,2.7,12.0,1.45542,0.573,0.0,0.02,0.4,0.00192,0.24,0.0,0.0,2.0,0.0,0.0,11,b
1180.0,8.97,6.41,44.87,26.92,1.3,3.85,0.3429,0.135,0.0,0.019,0.077,0.0,0.103,0.0,7.68e-05,0.0,0.0,0.0,15,d
172.0,0.0,0.0,10.66,6.56,1.6,0.0,0.02032,0.008,0.0,0.0,0.0,0.0,0.07,0.0492,0.0,1.0,0.0,0.0,3,a
1234.0,10.26,6.41,47.44,26.92,1.3,3.85,0.35814,0.141,0.0,0.026,0.103,0.00092,0.147,0.0,7.68e-05,1.0,0.0,0.0,16,d
1130.0,12.36,8.99,38.2,26.97,0.0,2.25,0.2286,0.09,0.0,0.017,0.09,0.0,0.124,0.0,3.36e-05,5.0,0.0,0.0,17,d
895.0,8.57,5.71,30.0,25.71,0.0,2.86,0.16256,0.064,0.0,0.029,0.114,0.0,0.15,0.0017,8.58e-05,4.0,0.0,0.0,16,d
1360.0,14.29,7.79,45.45,25.97,1.3,3.9,0.59436,0.234,0.0,0.032,0.078,0.00234,0.156,0.0,3.9e-05,4.0,0.0,0.0,18,d
209.0,0.0,0.0,11.43,8.57,1.4,0.71,0.0,0.0,0.0,0.0,0.0,0.00051,0.157,0.0557,4.29e-05,2.0,0.0,0.0,6,b
326.0,0.0,0.0,17.19,14.84,0.0,0.78,0.02032,0.008,0.0,0.0,0.0,0.00028,0.059,0.0047,7.02e-05,1.0,0.0,0.0,4,c
1690.0,9.62,3.85,73.08,34.62,1.9,5.77,0.87884,0.346,0.0,0.0,0.0,0.00346,0.192,0.0,0.0002886,2.0,0.0,0.0,13,d
1690.0,9.62,3.85,73.08,34.62,1.9,5.77,0.87884,0.346,0.0,0.0,0.0,0.00346,0.192,0.0,0.0002886,2.0,0.0,0.0,15,d
1004.0,18.0,5.0,0.0,0.0,0.0,18.0,1.8796,0.74,0.0,0.06,0.0,0.00144,0.23,0.0,6e-05,5.0,0.0,0.0,14,d
301.0,1.6,0.8,12.0,0.8,0.8,1.6,1.524,0.6,0.0,0.004,0.016,0.00029,0.2,0.0,0.0,3.0,0.0,0.0,17,c
1393.0,14.04,7.89,43.86,8.77,0.0,5.26,2.04978,0.807,0.0,0.0,0.0,0.00189,0.14,0.0,0.0002106,3.0,0.0,0.0,14,e
385.0,0.77,0.0,16.92,13.85,1.5,1.54,3.43916,1.354,0.0,0.0,0.0,0.00111,0.338,0.0037,0.0,4.0,0.0,0.0,20,d
2092.0,23.08,15.38,65.38,26.92,3.8,3.85,1.36652,0.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12,e
2092.0,21.43,3.57,67.86,0.0,7.1,7.14,0.49784,0.196,0.0,0.0,0.071,0.00129,0.0,0.0,0.0,0.0,0.0,0.0,6,c
2013.0,22.22,14.81,70.37,33.33,3.7,3.7,0.23622,0.093,0.0,0.0,0.0,0.00267,0.13,0.0,0.0,2.0,0.0,0.0,13,e
1933.0,23.08,7.69,61.54,26.92,3.8,7.69,0.87884,0.346,0.0,0.0,0.077,0.00277,0.115,0.0,0.0,2.0,0.0,0.0,11,d
1941.0,17.86,7.14,71.43,42.86,0.0,3.57,0.635,0.25,0.0,0.0,0.0,0.0,0.054,0.0,0.0,2.0,0.0,0.0,14,e
2021.0,24.14,8.62,68.97,44.83,3.4,3.45,0.83312,0.328,0.0,0.0,0.0,0.00248,0.138,0.0,0.0,3.0,0.0,0.0,14,e
1971.0,20.59,5.88,70.59,38.24,2.9,5.88,0.97028,0.382,0.0,0.0,0.0,0.00318,0.265,0.0,0.0,3.0,0.0,0.0,14,d
1891.0,19.35,6.45,67.74,32.26,3.2,3.23,0.7366,0.29,0.0,0.0,0.0,0.00116,0.081,0.0,0.0,3.0,0.0,0.0,14,d
1954.0,20.0,0.0,60.0,6.67,6.7,6.67,1.94818,0.767,0.0,0.0,0.133,0.0,0.167,0.0,0.0,4.0,0.0,0.0,13,c
456.0,7.81,1.56,6.25,0.0,0.0,1.56,1.15062,0.453,0.0,0.008,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,15,c
1105.0,17.24,10.34,24.14,20.69,1.2,3.45,0.16002,0.063,0.0,0.052,0.115,0.00083,0.184,0.0,0.000138,1.0,0.0,0.0,16,d
1105.0,12.64,8.05,34.48,26.44,0.0,3.45,0.36576,0.144,0.0,0.04,0.092,0.00041,0.241,0.0,0.0001035,4.0,0.0,0.0,19,d
1297.0,19.54,11.49,31.03,26.44,1.2,3.45,0.2032,0.08,0.0,0.046,0.092,0.00083,0.218,0.0,0.000138,1.0,0.0,0.0,13,d
1059.0,11.49,6.9,33.33,25.29,0.0,2.3,0.13208,0.052,0.57,0.046,0.069,0.0,0.115,0.0,0.0001035,4.0,0.0,0.0,15,d
2092.0,23.53,11.76,67.65,44.12,2.9,2.94,1.00838,0.397,0.0,0.015,0.0,0.00212,0.147,0.0,0.0003528,4.0,0.0,0.0,16,e
1891.0,11.9,7.14,83.33,64.29,2.4,2.38,0.69596,0.274,0.0,0.048,0.0,0.00086,0.036,0.0,7.14e-05,2.0,0.0,0.0,16,e
1142.0,18.18,11.36,18.18,18.18,0.0,4.55,0.7493,0.295,0.0,0.068,0.091,0.0,0.159,0.0,0.0001365,5.0,0.0,0.0,16,e
498.0,3.57,1.19,3.57,2.38,0.0,17.86,2.0574,0.81,0.0,0.083,0.024,0.00086,0.214,0.0,0.0,0.0,0.0,0.0,9,c
1046.0,19.05,7.14,2.38,1.19,0.0,16.67,1.81356,0.714,0.0,0.065,0.024,0.00129,0.321,0.0014,0.0001071,0.0,0.0,0.0,10,d
1197.0,22.86,7.86,2.86,1.43,0.0,15.71,2.06756,0.814,0.0,0.064,0.071,0.00077,0.343,0.0017,8.58e-05,2.0,0.0,0.0,17,e
1134.0,5.29,1.76,45.88,3.53,2.4,10.59,1.25476,0.494,0.0,0.012,0.176,0.00318,0.124,0.0014,3.54e-05,2.0,0.0,0.0,15,b
1443.0,29.09,10.91,1.82,0.0,0.0,18.18,2.49428,0.982,0.0,0.064,0.0,0.00065,0.164,0.0,0.0,4.0,0.0,0.0,11,e
1443.0,29.09,10.91,3.64,3.64,0.0,16.36,2.49428,0.982,0.0,0.064,0.036,0.00065,0.164,0.0,0.0,3.0,0.0,0.0,11,e
1305.0,25.0,9.38,3.12,0.0,0.0,15.62,2.30124,0.906,0.0,0.062,0.0,0.0,0.156,0.0,0.0,4.0,0.0,0.0,13,e
1305.0,25.0,9.38,3.12,0.0,0.0,15.62,1.98374,0.781,0.0,0.062,0.0,0.0,0.172,0.0,0.0,4.0,0.0,0.0,10,e
2092.0,26.67,3.33,60.0,0.0,3.3,10.0,1.94818,0.767,0.0,0.0,0.0,0.0036,0.1,0.0,0.0002001,2.0,0.0,0.0,9,d
138.0,0.0,0.0,6.67,3.33,0.0,0.0,1.69418,0.667,0.0,0.0,0.0,0.0,0.183,0.012,0.0002001,0.0,0.0,0.0,14,c
1586.0,0.0,0.0,89.66,41.38,10.3,0.0,1.13792,0.448,0.0,0.0,0.345,0.01552,0.103,0.0745,0.0010344,7.0,0.0,0.0,30,d
1105.0,12.64,8.05,31.03,19.54,1.2,5.75,0.17526,0.069,0.0,0.046,0.092,0.00124,0.391,0.0,0.000138,2.0,0.0,0.0,18,d
1008.0,12.64,9.2,28.74,25.29,0.0,2.3,0.1016,0.04,0.0,0.046,0.092,0.0,0.149,0.0,0.000138,6.0,0.0,0.0,14,d
1251.0,19.54,10.34,28.74,24.14,1.2,3.45,0.2032,0.08,0.0,0.046,0.092,0.0,0.264,0.0,0.000138,1.0,0.0,0.0,13,d
1105.0,12.64,9.2,33.33,27.59,0.0,5.75,0.43688,0.172,0.0,0.046,0.092,0.0,0.161,0.0,0.0001035,2.0,0.0,0.0,15,e
1322.0,12.28,6.14,45.61,8.77,1.8,7.02,2.4511,0.965,0.0,0.0,0.0,0.00253,0.044,0.0,0.0,3.0,0.0,0.0,13,d
1812.0,20.0,16.67,66.67,56.67,0.0,6.67,0.08382,0.033,0.0,0.017,0.067,0.0012,0.367,0.0,0.0,2.0,0.0,0.0,12,e
1812.0,16.67,16.67,66.67,53.33,3.3,6.67,0.127,0.05,0.0,0.0,0.067,0.0048,0.5,0.0,0.0,1.0,0.0,0.0,14,e
1833.0,25.0,3.12,50.0,6.25,0.0,6.25,1.66624,0.656,0.0,0.0,0.125,0.00225,0.062,0.0,0.0,5.0,0.0,0.0,15,d
1644.0,32.14,17.86,3.57,0.0,0.0,28.57,0.54356,0.214,0.0,0.089,0.893,0.0,0.089,0.0,0.0003213,0.0,0.0,0.0,4,d
356.0,0.38,0.0,15.38,0.77,3.8,5.38,0.23368,0.092,0.0,0.0,0.031,0.00111,0.346,0.0,0.0,1.0,0.0,0.0,4,a
356.0,1.54,0.0,13.85,0.0,3.8,4.62,0.23368,0.092,0.0,0.0,0.031,0.00138,0.062,0.0,0.0,0.0,0.0,0.0,3,a
356.0,0.38,0.0,15.38,0.77,5.4,5.38,0.23368,0.092,0.0,0.0,0.015,0.00138,0.346,0.0,0.0,1.0,0.0,0.0,4,a
322.0,0.0,0.0,14.62,0.77,3.8,5.38,0.23368,0.092,0.0,0.0,0.031,0.00138,0.346,0.0,0.0,1.0,0.0,0.0,4,a
322.0,0.0,0.0,14.62,0.77,5.4,5.38,0.254,0.1,0.0,0.0,0.031,0.00111,0.292,0.0,0.0,0.0,0.0,0.0,5,a
280.0,0.0,0.0,6.67,0.0,0.0,6.67,15.24,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,c
1561.0,22.67,10.67,38.67,24.0,1.3,4.0,0.67818,0.267,0.0,0.053,0.053,0.00096,0.053,0.0,0.0002001,5.0,0.0,1.0,17,e
1761.0,10.53,4.39,73.68,36.84,1.8,7.02,0.93472,0.368,0.0,0.018,0.105,0.00126,0.123,0.0,5.25e-05,3.0,0.0,0.0,16,e
1046.0,9.56,4.41,38.24,24.26,1.5,2.94,0.46736,0.184,0.0,0.022,0.029,0.00053,0.0,0.0009,2.22e-05,2.0,0.0,0.0,16,d
2213.0,26.47,11.76,73.53,47.06,0.0,2.94,1.12014,0.441,0.0,0.015,0.0,0.00106,0.0,0.0,0.0002646,5.0,0.0,0.0,15,e
2213.0,23.53,11.76,73.53,52.94,0.0,2.94,1.00838,0.397,0.0,0.015,0.0,0.00106,0.015,0.0,0.0001764,5.0,0.0,0.0,15,e
1556.0,4.65,1.16,76.74,30.23,7.0,9.3,1.41732,0.558,0.0,0.0,0.233,0.00837,0.256,0.0,0.0006978,4.0,0.0,0.0,16,d
2092.0,26.47,13.24,64.71,41.18,2.9,2.94,0.97028,0.382,0.0,0.015,0.0,0.00106,0.118,0.0,0.0006618,5.0,0.0,0.0,15,e
134.0,0.0,0.0,3.85,1.28,2.6,3.85,0.19558,0.077,0.0,0.0,0.128,0.00185,0.346,0.0046,3.84e-05,0.0,0.0,0.0,1,a
427.0,0.0,0.0,22.73,5.68,2.3,2.27,0.01524,0.006,0.0,0.0,0.023,0.00041,0.364,0.0068,0.0011931,0.0,0.0,0.0,1,a
2431.0,41.94,3.23,35.48,22.58,6.4,16.13,0.57404,0.226,0.0,0.0,0.323,0.00348,0.403,0.0,0.0,1.0,0.0,0.0,12,d
2351.0,37.5,3.12,40.62,21.88,6.2,18.75,0.83312,0.328,0.0,0.0,0.188,0.00338,0.406,0.0,0.0,2.0,0.0,0.0,15,d
2565.0,54.84,4.84,16.13,3.23,9.7,19.35,1.22936,0.484,0.0,0.0,0.258,0.00348,0.677,0.0,0.0,0.0,0.0,0.0,12,d
2540.0,53.57,8.93,14.29,3.57,10.7,28.57,0.40894,0.161,0.0,0.0,0.071,0.0,0.714,0.0,0.0,0.0,0.0,0.0,5,d
2598.0,44.83,8.62,31.03,13.79,6.9,17.24,1.00838,0.397,0.0,0.0,0.069,0.00497,0.552,0.0,0.0,1.0,0.0,0.0,10,d
2410.0,48.48,9.09,30.3,6.06,3.0,15.15,0.53848,0.212,0.0,0.0,0.061,0.00545,0.606,0.0,0.0,0.0,0.0,0.0,13,d
1812.0,15.0,0.0,70.0,36.67,10.0,6.67,0.127,0.05,0.0,0.0,0.067,0.0012,0.183,0.0,0.0,2.0,0.0,0.0,17,c
1812.0,26.67,8.33,56.67,40.0,3.3,6.67,0.55118,0.217,0.0,0.0,0.067,0.0024,0.3,0.0,0.0,2.0,0.0,0.0,12,e
289.0,0.0,0.0,14.62,0.77,3.8,4.62,0.78232,0.308,0.0,0.0,0.031,0.00138,0.231,0.0,0.0,1.0,0.0,0.0,5,a
1569.0,6.25,1.25,67.5,2.5,10.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0045,0.35,0.0,0.0,0.0,0.0,0.0,1,a
1540.0,3.95,0.0,68.42,31.58,5.3,18.42,1.27,0.5,0.0,0.0,0.105,0.00189,0.276,0.0,0.0,1.0,0.0,0.0,9,d
1540.0,3.95,0.0,68.42,31.58,5.3,18.42,1.27,0.5,0.0,0.0,0.105,0.00189,0.289,0.0063,0.0,2.0,0.0,0.0,10,d
1812.0,46.67,8.33,6.67,3.33,0.0,0.0,2.286,0.9,0.0,0.033,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12,e
1594.0,0.0,0.0,85.71,85.71,0.0,4.76,1.33096,0.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8,e
1117.0,26.67,5.0,6.67,6.67,0.0,0.0,2.71018,1.067,0.0,0.0,0.0,0.0,0.0,0.008,0.0,1.0,0.0,0.0,11,d
1255.0,30.0,5.0,10.0,10.0,0.0,0.0,2.45618,0.967,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,11,e
1674.0,36.67,5.0,20.0,20.0,0.0,0.0,1.94818,0.767,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.0,0.0,0.0,13,e
1255.0,20.0,3.33,30.0,26.67,0.0,0.0,2.96418,1.167,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.0,0.0,0.0,13,e
1812.0,40.0,6.67,23.33,20.0,0.0,0.0,1.016,0.4,0.0,0.0,0.0,0.0,0.033,0.0,0.0,1.0,0.0,0.0,12,e
992.0,0.0,0.0,57.89,52.63,0.0,0.0,0.06604,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,d
992.0,0.0,0.0,57.89,52.63,5.3,0.0,0.06604,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,c
255.0,1.22,0.0,9.8,1.22,4.1,3.27,0.76708,0.302,0.0,0.0,0.016,0.0011,0.135,0.001,3.66e-05,0.0,0.0,0.0,12,a
138.0,0.0,0.0,4.9,0.82,0.4,2.86,0.72644,0.286,0.0,0.008,0.008,0.00015,0.065,0.0,0.0002754,0.0,0.0,0.0,9,b
155.0,0.41,0.0,6.12,0.41,0.4,2.45,0.69342,0.273,0.0,0.004,0.008,0.00029,0.065,0.0,0.000306,0.0,0.0,0.0,11,b
837.0,0.0,0.0,20.0,20.0,0.0,0.0,2.54,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,9,d
238.0,2.04,0.41,6.94,0.82,0.8,2.45,0.76708,0.302,0.0,0.004,0.016,0.00044,0.11,0.0005,0.0002754,0.0,0.0,0.0,13,b
172.0,0.2,0.0,8.57,2.04,1.6,1.63,0.75692,0.298,0.0,0.0,0.016,0.0,0.118,0.002,0.0002448,0.0,0.0,0.0,12,b
205.0,1.22,0.2,8.57,4.9,1.2,1.22,0.64262,0.253,0.0,0.0,0.016,0.00029,0.047,0.0037,4.89e-05,0.0,0.0,0.0,10,b
1552.0,4.29,0.0,77.14,34.29,8.6,8.57,1.23444,0.486,0.0,0.0,0.286,0.01029,0.3,0.0,0.0008571,3.0,0.0,0.0,11,d
1540.0,3.95,0.0,68.42,31.58,5.3,18.42,1.27,0.5,0.0,0.0,0.105,0.00189,0.276,0.0,0.0,2.0,0.0,0.0,10,d
205.0,1.22,0.0,7.76,1.63,1.6,1.22,0.60198,0.237,0.0,0.0,0.016,0.0,0.086,0.0015,0.0002754,0.0,0.0,0.0,11,b
272.0,0.41,0.0,12.65,1.63,3.3,2.86,0.64262,0.253,0.0,0.0,0.0,0.00073,0.18,0.001,4.89e-05,0.0,0.0,0.0,13,a
305.0,0.2,0.0,13.88,1.22,3.3,3.67,0.64262,0.253,0.0,0.0,0.033,0.0011,0.22,0.0024,4.89e-05,1.0,0.0,0.0,10,a
1046.0,0.0,0.0,60.0,45.0,2.5,2.5,0.09652,0.038,0.0,0.0,0.0,0.0018,0.275,0.0,0.0,4.0,0.0,0.0,11,c
908.0,4.25,2.36,33.96,1.89,1.9,9.43,0.59944,0.236,0.0,0.024,0.142,0.00136,0.104,0.0,5.67e-05,3.0,0.0,0.0,13,a
2155.0,27.27,13.64,66.67,42.42,0.0,3.03,1.1557,0.455,0.0,0.015,0.0,0.00109,0.0,0.0,0.0002727,5.0,0.0,0.0,15,e
1494.0,2.14,0.0,72.86,11.43,2.9,11.43,2.21234,0.871,0.0,0.0,0.114,0.00257,0.457,0.0,0.0,2.0,0.0,0.0,14,d
201.0,1.21,0.0,8.87,4.84,1.6,1.61,0.96266,0.379,0.0,0.0,0.032,0.00116,0.371,0.0,0.0002418,1.0,0.0,0.0,11,b
201.0,1.21,0.4,8.87,4.84,1.6,2.42,1.0033,0.395,0.0,0.0,0.048,0.00116,0.387,0.0,0.0001815,1.0,0.0,0.0,11,b
2230.0,40.0,3.33,26.67,0.0,26.7,20.0,0.0,0.0,0.0,0.0,0.267,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,1,a
385.0,0.83,0.0,15.0,0.83,4.2,5.0,0.93218,0.367,0.0,0.0,0.033,0.0015,0.333,0.0,0.0,0.0,0.0,0.0,9,a
2791.0,66.67,6.67,13.33,3.33,6.7,13.33,0.0,0.0,0.0,0.0,0.067,0.0024,0.417,0.0,0.0,0.0,0.0,0.0,1,c
674.0,10.17,4.66,9.32,0.42,0.8,7.63,1.06426,0.419,0.64,0.034,0.008,0.00061,0.191,0.0,0.0,1.0,0.0,0.0,8,c
561.0,6.36,2.83,13.07,1.77,0.7,5.65,1.1049,0.435,0.35,0.03,0.028,0.00064,0.141,0.0013,4.23e-05,1.0,0.0,0.0,18,c
1946.0,18.6,18.6,69.77,62.79,2.3,2.33,0.0889,0.035,0.0,0.0,0.14,0.0,0.081,0.0,0.0,2.0,0.0,0.0,12,e
1385.0,18.12,5.62,30.62,5.62,1.9,10.62,1.30048,0.512,0.0,0.031,0.05,0.00225,0.238,0.003,7.5e-05,8.0,0.0,0.0,58,d
297.0,0.0,0.0,17.86,17.86,0.0,0.0,1.54178,0.607,0.0,0.0,0.0,0.0,0.089,0.0,0.0,2.0,0.0,0.0,8,c
1548.0,3.7,0.0,68.52,29.63,5.6,18.52,1.27,0.5,0.0,0.0,0.111,0.002,0.278,0.0,0.0,2.0,0.0,0.0,11,c
1548.0,3.7,0.0,68.52,31.48,7.4,18.52,1.27,0.5,0.0,0.0,0.148,0.002,0.296,0.0044,0.0,2.0,0.0,0.0,10,c
1548.0,3.7,0.0,68.52,31.48,5.6,18.52,1.27,0.5,0.0,0.0,0.111,0.002,0.278,0.0,0.0,2.0,0.0,0.0,10,c
1715.0,16.39,11.48,62.3,40.98,1.6,3.28,0.66548,0.262,0.0,0.008,0.0,0.00295,0.131,0.0,0.0,15.0,0.0,0.0,39,e
1067.0,3.19,0.0,51.06,4.26,2.1,8.51,1.29794,0.511,0.0,0.0,0.128,0.00383,0.106,0.0,0.0,2.0,0.0,0.0,12,b
1494.0,28.57,17.86,0.0,0.0,0.0,25.0,2.17678,0.857,0.0,0.107,0.714,0.0,0.107,0.0,0.0002142,0.0,0.0,0.0,5,e
1494.0,28.57,16.07,3.57,0.0,0.0,21.43,1.45034,0.571,0.0,0.089,0.714,0.0,0.054,0.0,0.0003213,0.0,0.0,0.0,5,e
1540.0,26.32,15.79,0.0,0.0,0.0,21.05,1.47066,0.579,0.0,0.079,0.789,0.0,0.053,0.0,0.0003159,0.0,0.0,0.0,5,e
1540.0,26.32,15.79,0.0,0.0,0.0,26.32,0.53594,0.211,0.0,0.105,1.053,0.0,0.105,0.0,0.0003159,0.0,0.0,0.0,4,d
1540.0,31.58,18.42,0.0,0.0,0.0,26.32,0.53594,0.211,0.0,0.105,0.789,0.0,0.105,0.0,0.0003159,0.0,0.0,0.0,5,d
1761.0,31.58,18.42,0.0,0.0,0.0,26.32,1.60528,0.632,0.0,0.105,0.789,0.0,0.105,0.0,0.0003159,0.0,0.0,0.0,4,e
1761.0,31.58,18.42,0.0,0.0,0.0,26.32,1.60528,0.632,0.0,0.105,0.789,0.0,0.105,0.0,0.0003159,0.0,0.0,1.0,6,e
17.0,0.0,0.0,0.82,0.0,0.0,0.0,0.5588,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,b
50.0,0.0,0.0,0.41,0.0,0.0,2.86,0.40386,0.159,0.0,0.002,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,10,b
50.0,0.0,0.0,0.41,0.0,0.0,2.86,0.56896,0.224,0.0,0.002,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,10,b
59.0,0.0,0.0,0.82,0.41,0.0,2.86,0.72644,0.286,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,13,b
1552.0,2.14,0.71,71.43,11.43,2.9,12.86,2.06756,0.814,0.0,0.007,0.143,0.00257,0.457,0.0,0.0,2.0,0.0,0.0,15,d
1368.0,10.62,3.1,46.02,4.42,1.8,10.62,1.97866,0.779,0.0,0.013,0.133,0.00159,0.204,0.0,0.0,2.0,0.0,0.0,15,d
1590.0,4.23,2.11,69.01,5.63,1.4,15.49,1.85928,0.732,0.0,0.014,0.211,0.00101,0.296,0.0,0.0,1.0,0.0,0.0,11,d
1590.0,4.93,2.82,67.61,5.63,1.4,15.49,1.89484,0.746,0.0,0.014,0.141,0.00101,0.282,0.0,0.0,0.0,0.0,0.0,8,d
1494.0,1.43,0.0,74.29,8.57,2.9,11.43,1.99644,0.786,0.0,0.0,0.086,0.00257,0.371,0.0,0.0,2.0,0.0,0.0,14,c
1414.0,11.76,6.62,51.47,25.0,1.5,5.88,1.08204,0.426,0.0,0.029,0.0,0.00106,0.118,0.0,8.82e-05,2.0,0.0,0.0,16,d
1293.0,13.24,7.35,41.18,17.65,1.5,5.88,1.04648,0.412,0.0,0.029,0.029,0.0,0.059,0.0,8.82e-05,2.0,0.0,0.0,16,d
1230.0,8.82,3.68,50.0,25.0,1.5,5.88,0.89662,0.353,0.0,0.007,0.029,0.0,0.051,0.0,4.41e-05,2.0,0.0,0.0,15,d
1761.0,31.58,18.42,0.0,0.0,0.0,26.32,1.60528,0.632,0.0,0.105,0.789,0.0,0.105,0.0,0.0003159,0.0,0.0,0.0,6,e
1322.0,23.68,15.79,0.0,0.0,0.0,21.05,1.5367,0.605,0.0,0.079,0.526,0.0,0.079,0.0,0.0003159,0.0,0.0,0.0,5,e
1540.0,31.58,18.42,0.0,0.0,0.0,21.05,1.73736,0.684,0.0,0.105,0.789,0.0,0.079,0.0,0.0003159,0.0,0.0,0.0,7,e
