energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,trans-fat_100g,cholesterol_100g,calcium_100g,iron_100g,potassium_100g,vitamin-c_100g,vitamin-a_100g,additives_n,ingredients_from_palm_oil_n,ingredients_that_may_be_from_palm_oil_n,ingredients_count,nutrition_grade_fr
1674.0,5.71,0.0,80.0,28.57,5.7,5.71,1.016,0.4,0.0,0.0,0.429,0.00309,0.157,0.0,0.0,6.0,0.0,0.0,19,c
2092.0,25.0,6.25,62.5,6.25,0.0,6.25,1.66624,0.656,0.0,0.0,0.0,0.00225,0.062,0.0,0.0,4.0,0.0,0.0,15,e
2092.0,23.33,13.33,66.67,33.33,0.0,3.33,0.97282,0.383,0.0,0.0,0.0,0.0036,0.033,0.0,0.0,4.0,0.0,0.0,20,e
1845.0,17.65,5.88,70.59,41.18,2.9,2.94,1.19634,0.471,0.0,0.0,0.0,0.00318,0.162,0.0,0.0,4.0,0.0,0.0,19,e
2092.0,20.0,6.67,73.33,43.33,3.3,6.67,1.35382,0.533,0.0,0.0,0.0,0.0024,0.167,0.0,0.0,4.0,0.0,0.0,22,e
410.0,0.0,0.0,21.74,14.13,1.1,1.09,0.37338,0.147,0.0,0.0,0.109,0.00078,0.141,0.0,0.0,1.0,0.0,0.0,9,c
456.0,2.72,1.09,21.74,14.13,1.1,1.09,0.34544,0.136,0.0,0.0,0.109,0.0,0.043,0.0,0.0,3.0,0.0,0.0,11,c
2540.0,53.6,7.14,21.4,3.57,7.14,17.9,0.998,0.393,0.0,0.0,0.143,0.00514,0.643,0.0,0.0,0.0,0.0,0.0,7,d
837.0,5.0,0.71,34.29,5.71,4.3,5.71,1.27,0.5,0.0,0.0,0.286,0.00514,0.229,0.0,0.0004287,7.0,0.0,0.0,22,b
1674.0,5.0,0.0,83.33,20.0,6.7,6.67,1.18618,0.467,0.0,0.0,0.0,0.027,0.2,0.02,0.0005001,5.0,0.0,0.0,23,c
1674.0,5.0,0.0,83.33,20.0,6.7,6.67,1.143,0.45,0.0,0.0,0.0,0.027,0.2,0.02,0.0005001,5.0,0.0,0.0,27,c
1347.0,1.69,0.0,77.97,33.9,10.2,8.47,1.2065,0.475,0.0,0.0,0.034,0.01525,0.542,0.0,0.0002541,3.0,0.0,0.0,17,d
1498.0,1.89,0.0,83.02,37.74,7.5,5.66,0.8636,0.34,0.0,0.0,0.0,0.00849,0.321,0.0,0.0004245,6.0,0.0,0.0,44,c
1611.0,3.85,0.0,84.62,38.46,3.8,3.85,1.27,0.5,0.0,0.0,0.385,0.01731,0.154,0.0231,0.0011538,1.0,0.0,0.0,31,d
272.0,1.61,0.0,10.48,6.45,1.6,1.61,0.9017,0.355,0.0,0.0,0.016,0.00058,0.298,0.0,0.0001815,1.0,0.0,0.0,13,b
1732.0,3.45,3.45,89.66,44.83,0.0,3.45,1.31318,0.517,0.0,0.0,0.0,0.00621,0.19,0.0,0.0007758,3.0,0.0,0.0,17,e
1598.0,5.45,0.0,78.18,23.64,9.1,7.27,0.8763,0.345,0.0,0.0,0.0,0.00327,0.364,0.0,0.0004092,2.0,0.0,0.0,24,c
1598.0,7.27,0.91,76.36,18.18,9.1,9.09,0.97028,0.382,0.0,0.0,0.0,0.01964,0.345,0.0,0.0004092,2.0,0.0,0.0,25,c
1523.0,4.55,0.0,78.18,20.0,9.1,7.27,0.92456,0.364,0.0,0.0,0.0,0.00327,0.309,0.0,0.0004092,2.0,0.0,0.0,27,c
79.0,0.0,0.0,4.17,2.92,0.8,0.83,0.66548,0.262,0.0,0.0,0.008,0.0003,0.179,0.03,9.36e-05,2.0,0.0,0.0,4,b
381.0,3.17,1.19,11.9,3.17,1.6,3.97,0.60452,0.238,0.0,0.008,0.079,0.00214,0.206,0.0036,5.94e-05,10.0,0.0,1.0,54,b
410.0,3.92,1.37,11.37,2.75,2.4,3.53,0.74676,0.294,0.0,0.008,0.016,0.00106,0.184,0.0009,2.34e-05,8.0,0.0,0.0,47,b
1674.0,11.11,8.89,53.33,33.33,11.1,22.22,0.762,0.3,0.0,0.0,0.444,0.008,0.122,0.0267,0.0005001,2.0,0.0,0.0,11,d
1812.0,11.67,0.0,73.33,10.0,3.3,6.67,1.86182,0.733,0.0,0.0,0.067,0.006,0.1,0.0,9.99e-05,6.0,0.0,0.0,48,d
1874.0,13.79,0.0,72.41,6.9,3.4,6.9,1.83896,0.724,0.0,0.0,0.069,0.00931,0.103,0.0,0.0001035,10.0,0.0,0.0,46,c
163.0,0.87,0.0,4.35,0.0,2.6,4.35,0.44196,0.174,0.0,0.0,0.174,0.00157,0.191,0.013,0.0022173,0.0,0.0,0.0,3,a
1812.0,11.67,1.67,80.0,33.33,3.3,3.33,1.18618,0.467,0.0,0.0,0.333,0.03,0.15,0.02,0.0005001,4.0,0.0,0.0,13,d
2351.0,46.88,7.81,25.0,9.38,6.2,21.88,1.11252,0.438,0.0,0.0,0.0,0.00225,0.594,0.0,0.0,0.0,0.0,0.0,7,d
1510.0,4.17,0.0,69.44,0.0,13.9,11.11,0.0,0.0,0.0,0.0,0.0,0.003,0.306,0.0,0.0,0.0,0.0,0.0,1,a
1674.0,5.0,0.0,80.0,26.67,6.7,10.0,0.762,0.3,0.0,0.0,0.2,0.0036,0.2,0.0,0.0,2.0,0.0,0.0,8,c
1674.0,6.67,0.0,73.33,3.33,10.0,13.33,1.35382,0.533,0.0,0.0,0.2,0.0036,0.367,0.0,0.0,2.0,0.0,0.0,6,a
1393.0,0.0,0.0,83.33,66.67,5.6,0.0,0.14224,0.056,0.0,0.0,0.0,0.0,0.611,0.3333,0.0,2.0,0.0,0.0,8,c
1485.0,0.0,0.0,83.87,29.03,9.7,6.45,0.9017,0.355,0.0,0.0,0.0,0.02613,0.226,0.0677,0.0016935,2.0,0.0,0.0,18,c
1674.0,6.67,0.0,73.33,0.0,10.0,13.33,1.27,0.5,0.0,0.0,0.333,0.048,0.35,0.02,0.0005001,5.0,0.0,0.0,16,a
1536.0,0.0,0.0,86.67,6.67,3.3,6.67,2.54,1.0,0.0,0.0,0.0,0.027,0.083,0.02,0.0005001,3.0,0.0,0.0,16,d
1523.0,1.82,0.0,80.0,0.0,12.7,10.91,0.04572,0.018,0.0,0.0,0.036,0.00327,0.4,0.0,0.0,1.0,0.0,0.0,1,a
176.0,0.0,0.0,9.58,8.75,0.0,0.42,0.0635,0.025,0.0,0.0,0.0,0.00015,0.023,0.025,0.0,1.0,0.0,0.0,13,b
105.0,1.04,0.0,3.33,2.92,0.4,0.42,0.15748,0.062,0.0,0.0,0.188,0.00015,0.075,0.0,6.24e-05,6.0,0.0,0.0,12,b
1812.0,11.67,0.0,76.67,16.67,3.3,6.67,1.18618,0.467,0.0,0.0,0.067,0.006,0.1,0.0,0.0,1.0,0.0,0.0,13,c
2021.0,20.69,8.62,72.41,44.83,3.4,3.45,0.91948,0.362,0.0,0.0,0.0,0.00248,0.138,0.0,0.0,2.0,0.0,0.0,13,e
1619.0,0.0,0.0,90.32,38.71,0.0,3.23,1.14808,0.452,0.0,0.0,0.0,0.01161,0.081,0.0194,0.0004839,3.0,0.0,0.0,15,d
1494.0,1.79,0.0,73.21,3.57,3.6,12.5,0.04572,0.018,0.0,0.0,0.0,0.00321,0.232,0.0,0.0,2.0,0.0,0.0,9,a
787.0,10.59,3.53,8.24,1.18,3.5,15.29,1.34366,0.529,0.0,0.065,0.094,0.00212,0.318,0.0,0.0,1.0,0.0,0.0,10,b
1343.0,2.68,0.0,69.64,3.57,8.9,16.07,0.0,0.0,0.0,0.0,0.036,0.00321,0.357,0.0,0.0,0.0,0.0,0.0,1,a
2540.0,53.57,7.14,21.43,3.57,7.1,17.86,0.99822,0.393,0.0,0.0,0.071,0.00386,0.679,0.0,0.0,0.0,0.0,0.0,11,d
1255.0,0.0,0.0,80.0,60.0,5.0,2.5,0.0,0.0,0.0,0.0,0.05,0.0018,0.75,0.003,0.0,0.0,0.0,0.0,2,c
1443.0,1.82,0.0,81.82,20.0,10.9,9.09,0.04572,0.018,0.0,0.0,0.0,0.02945,0.327,0.0,0.0,4.0,0.0,0.0,14,a
1586.0,5.17,0.0,79.31,20.69,10.3,6.9,1.05156,0.414,0.0,0.0,0.345,0.02793,0.362,0.0207,0.001293,7.0,0.0,0.0,31,c
1778.0,30.0,22.5,47.5,2.5,22.5,12.5,0.41148,0.162,0.0,0.0,0.1,0.0018,0.375,0.0,7.5e-05,7.0,0.0,0.0,17,d
1494.0,0.0,0.0,78.57,0.0,1.8,8.93,3.03784,1.196,0.0,0.0,0.071,0.00321,0.125,0.0,0.0,2.0,0.0,0.0,15,d
1987.0,30.0,17.5,52.5,17.5,12.5,7.5,0.0635,0.025,0.0,0.0,0.05,0.0036,0.325,0.0,0.0,2.0,0.0,0.0,11,d
1987.0,30.0,2.5,50.0,25.0,7.5,7.5,0.0635,0.025,0.0,0.0,0.1,0.0027,0.3,0.075,0.001875,3.0,0.0,0.0,16,c
105.0,0.71,0.0,3.55,2.13,1.4,2.84,0.07112,0.028,0.0,0.0,0.177,0.00128,0.369,0.0149,0.0007446,0.0,0.0,0.0,1,a
1540.0,10.29,2.94,54.41,32.35,5.9,13.24,0.78486,0.309,0.0,0.0,0.368,0.00265,0.309,0.0794,0.0006618,3.0,0.0,0.0,13,d
1540.0,10.29,2.94,54.41,32.35,5.9,13.24,0.78486,0.309,0.0,0.0,0.368,0.00265,0.309,0.0794,0.0006618,3.0,0.0,0.0,12,d
192.0,0.0,0.0,10.83,10.0,0.0,0.42,0.06858,0.027,0.0,0.0,0.0,0.0,0.029,0.025,0.0001251,1.0,0.0,0.0,12,b
1749.0,12.73,1.82,70.91,21.82,9.1,10.91,0.09144,0.036,0.0,0.0,0.036,0.00327,0.309,0.0,0.0,1.0,0.0,0.0,17,b
1598.0,5.45,0.0,76.36,23.64,9.1,9.09,0.46228,0.182,0.0,0.0,0.073,0.00327,0.364,0.0,0.0,3.0,0.0,0.0,14,c
837.0,16.67,3.33,10.0,0.0,6.7,3.33,0.889,0.35,0.0,0.0,0.0,0.0,0.567,0.0,0.0,0.0,0.0,0.0,7,b
837.0,16.67,3.33,10.0,0.0,6.7,3.33,0.889,0.35,0.0,0.0,0.0,0.0012,0.567,0.008,9.99e-05,0.0,0.0,0.0,9,b
1682.0,25.0,20.65,41.3,27.17,1.1,2.17,0.57912,0.228,0.0,0.0,0.065,0.00157,0.065,0.0,3.27e-05,3.0,0.0,0.0,10,e
71.0,1.25,0.0,0.83,0.42,0.4,0.42,0.1905,0.075,0.0,0.0,0.042,0.00015,0.079,0.0,6.24e-05,4.0,0.0,0.0,12,b
2151.0,29.73,13.51,62.16,56.76,2.7,8.11,0.3429,0.135,0.0,0.014,0.054,0.00097,0.27,0.0,0.0,2.0,0.0,0.0,12,e
2230.0,43.33,5.0,26.67,6.67,10.0,20.0,0.0,0.0,0.0,0.0,0.133,0.0036,0.967,0.0,9.99e-05,0.0,0.0,0.0,1,c
2230.0,43.33,5.0,26.67,6.67,10.0,20.0,1.09982,0.433,0.0,0.0,0.133,0.0036,0.967,0.0,9.99e-05,0.0,0.0,0.0,2,c
2092.0,34.62,13.46,50.0,38.46,3.8,11.54,0.39116,0.154,0.0,0.0,0.077,0.00138,0.173,0.0,0.0,1.0,0.0,0.0,9,e
1904.0,18.18,13.64,69.7,60.61,3.0,3.03,0.23114,0.091,0.0,0.0,0.0,0.0,0.197,0.0,0.0,1.0,0.0,0.0,9,e
2389.0,46.43,7.14,21.43,7.14,7.1,25.0,0.40894,0.161,0.0,0.0,0.071,0.00386,0.679,0.0,0.0,2.0,0.0,0.0,8,d
2540.0,53.57,8.93,14.29,3.57,10.7,28.57,0.81534,0.321,0.0,0.0,0.071,0.00129,0.75,0.0,0.0,0.0,0.0,0.0,3,d
209.0,0.0,0.0,12.86,10.0,1.4,0.71,0.0,0.0,0.0,0.0,0.014,0.00026,0.107,0.0471,2.13e-05,0.0,0.0,0.0,1,b
1674.0,5.0,3.33,86.67,43.33,3.3,3.33,1.69418,0.667,0.0,0.0,0.2,0.03,0.167,0.02,0.0005001,6.0,0.0,0.0,27,e
1674.0,5.0,0.0,86.67,53.33,3.3,3.33,1.27,0.5,0.0,0.0,0.0,0.024,0.083,0.012,0.0003,8.0,0.0,0.0,33,d
322.0,0.38,0.0,16.92,0.77,3.8,6.15,0.24384,0.096,0.0,0.0,0.046,0.00138,0.182,0.0,0.0,0.0,0.0,0.0,3,a
326.0,0.87,0.87,15.65,1.74,2.6,2.61,0.3302,0.13,0.0,0.0,0.035,0.00094,0.365,0.0078,2.61e-05,3.0,0.0,0.0,16,a
2038.0,23.08,11.54,64.1,38.46,2.6,5.13,0.84582,0.333,0.0,0.038,0.051,0.00185,0.103,0.0,0.0,2.0,0.0,0.0,14,e
159.0,0.0,0.0,8.33,7.92,0.0,0.0,0.06858,0.027,0.0,0.0,0.0,0.0,0.117,0.0,0.0,2.0,0.0,0.0,6,b
1778.0,20.0,11.25,72.5,50.0,2.5,2.5,0.22352,0.088,0.0,0.0,0.0,0.0027,0.238,0.0,0.0,3.0,0.0,0.0,15,e
1778.0,20.0,12.5,72.5,50.0,2.5,2.5,0.254,0.1,0.0,0.0,0.0,0.0027,0.238,0.0,0.0,3.0,0.0,0.0,15,e
2431.0,51.16,4.65,20.93,4.65,9.3,20.93,0.82804,0.326,0.0,0.0,0.233,0.00335,0.651,0.0,0.0,0.0,0.0,0.0,2,c
2389.0,51.43,5.71,25.71,5.71,8.6,20.0,0.83566,0.329,0.0,0.0,0.114,0.00514,0.657,0.0,0.0,0.0,0.0,0.0,7,d
1619.0,0.0,0.0,90.32,48.39,0.0,3.23,2.21234,0.871,0.0,0.0,0.0,0.00581,0.065,0.0484,0.0007257,4.0,0.0,0.0,10,e
2092.0,25.0,3.57,60.71,3.57,3.6,7.14,1.63322,0.643,0.0,0.0,0.071,0.00129,1.321,0.0214,0.0001071,1.0,0.0,0.0,8,d
1167.0,20.93,2.33,13.95,4.65,4.6,9.3,0.47244,0.186,0.0,0.0,0.047,0.00167,0.488,0.0,0.0,0.0,0.0,0.0,1,a
1778.0,17.5,10.0,70.0,47.5,5.0,2.5,0.09652,0.038,0.0,0.0,0.0,0.0018,0.025,0.0,0.0,3.0,0.0,0.0,14,e
1778.0,17.5,10.0,70.0,47.5,5.0,2.5,0.09652,0.038,0.0,0.0,0.0,0.0018,0.025,0.0,0.0,4.0,0.0,0.0,13,e
2255.0,29.94,8.98,53.89,29.94,6.0,11.98,0.3048,0.12,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16,d
1393.0,36.67,5.0,3.33,3.33,0.0,0.0,2.11582,0.833,0.0,0.017,0.0,0.0,0.05,0.0,0.0,2.0,0.0,0.0,16,d
699.0,15.0,1.67,10.0,10.0,0.0,0.0,3.048,1.2,0.0,0.0,0.0,0.0,0.05,0.004,0.0,1.0,0.0,0.0,13,d
1523.0,1.82,0.0,81.82,20.0,9.1,9.09,0.0,0.0,0.0,0.0,0.0,0.02945,0.364,0.0,0.0,4.0,0.0,0.0,14,a
2163.0,24.14,12.07,68.97,37.93,3.4,3.45,0.65786,0.259,0.0,0.0,0.0,0.00372,0.138,0.0,0.0,4.0,0.0,0.0,16,e
2092.0,21.43,7.14,67.86,28.57,3.6,3.57,1.08966,0.429,0.0,0.0,0.0,0.00257,0.089,0.0,0.0,2.0,0.0,0.0,14,d
2389.0,42.86,7.14,28.57,7.14,3.6,17.86,0.0,0.0,0.0,0.0,0.071,0.00643,0.643,0.0,0.0,0.0,0.0,0.0,2,c
2389.0,50.0,7.14,25.0,3.57,7.1,17.86,0.0,0.0,0.0,0.0,0.143,0.00514,0.643,0.0,0.0,0.0,0.0,0.0,6,c
586.0,5.33,3.0,15.33,12.67,1.3,8.0,0.11938,0.047,0.0,0.007,0.1,0.0,0.113,0.0,0.0,1.0,0.0,0.0,10,b
556.0,2.67,1.33,18.67,14.67,0.7,8.0,0.1524,0.06,0.0,0.007,0.067,0.00024,0.14,0.0,0.0,0.0,0.0,0.0,10,b
1674.0,5.0,1.67,86.67,43.33,0.0,3.33,2.032,0.8,0.0,0.0,0.0,0.03,0.117,0.02,0.0005001,2.0,0.0,0.0,11,e
1674.0,5.0,0.0,86.67,43.33,0.0,3.33,1.69418,0.667,0.0,0.0,0.0,0.03,0.1,0.02,0.0005001,4.0,0.0,0.0,12,e
1699.0,6.25,0.0,84.38,37.5,0.0,6.25,1.27,0.5,0.0,0.0,0.0,0.01406,0.172,0.0188,0.0007032,2.0,0.0,0.0,13,d
1812.0,11.67,1.67,80.0,33.33,3.3,6.67,1.18618,0.467,0.0,0.0,0.333,0.03,0.183,0.02,0.0005001,4.0,0.0,0.0,14,d
1498.0,2.83,0.0,83.02,35.85,9.4,7.55,0.95758,0.377,0.0,0.0,0.038,0.02377,0.434,0.0,0.0002829,2.0,0.0,0.0,17,c
1443.0,1.82,0.0,81.82,20.0,10.9,9.09,0.02286,0.009,0.0,0.0,0.0,0.02945,0.364,0.0,0.0,2.0,0.0,0.0,11,a
1443.0,1.82,0.0,81.82,20.0,10.9,9.09,0.02286,0.009,0.0,0.0,0.0,0.02945,0.364,0.0,0.0,1.0,0.0,0.0,11,a
1443.0,1.82,0.0,81.82,9.09,10.9,9.09,0.02286,0.009,0.0,0.0,0.0,0.02945,0.364,0.0,0.0,2.0,0.0,0.0,11,a
1674.0,3.33,0.0,83.33,20.0,3.3,6.67,0.889,0.35,0.0,0.0,0.0,0.027,0.2,0.02,0.0005001,2.0,0.0,0.0,16,c
1674.0,5.0,0.0,80.0,20.0,3.3,6.67,0.84582,0.333,0.0,0.0,0.0,0.027,0.217,0.02,0.0005001,2.0,0.0,0.0,17,c
167.0,0.88,0.0,7.05,1.76,1.3,1.32,0.5715,0.225,0.0,0.0,0.018,0.00048,0.119,0.0079,0.0002973,2.0,0.0,0.0,14,b
1536.0,3.33,0.0,80.0,23.33,10.0,6.67,0.97282,0.383,0.0,0.0,0.0,0.027,0.2,0.07,0.0017499,3.0,0.0,0.0,23,c
226.0,0.0,0.0,12.92,7.92,3.3,0.42,0.07366,0.029,0.0,0.0,0.017,0.00015,0.171,0.0375,0.0009375,0.0,0.0,0.0,9,a
192.0,0.21,0.0,10.83,7.92,1.2,0.42,0.0635,0.025,0.0,0.0,0.008,0.00015,0.129,0.02,0.0001563,0.0,0.0,0.0,9,b
2092.0,25.0,3.57,60.71,3.57,3.6,7.14,1.36144,0.536,0.0,0.0,0.071,0.00129,1.25,0.0429,0.0,0.0,0.0,0.0,15,c
2092.0,25.0,3.57,60.71,3.57,3.6,7.14,2.17678,0.857,0.0,0.0,0.0,0.00129,1.25,0.0429,0.0,1.0,0.0,0.0,17,d
2243.0,32.14,3.57,53.57,3.57,3.6,7.14,1.72466,0.679,0.0,0.0,0.0,0.00129,1.179,0.0171,0.0,1.0,0.0,0.0,16,d
192.0,1.88,0.21,4.58,4.17,0.4,3.33,0.13208,0.052,0.0,0.0,0.125,0.0006,0.15,0.0,6.24e-05,5.0,0.0,0.0,13,a
2092.0,27.5,15.0,65.0,55.0,5.0,2.5,0.508,0.2,0.0,0.025,0.0,0.0018,0.038,0.0,7.5e-05,2.0,0.0,0.0,16,e
2092.0,25.0,16.07,67.86,35.71,0.0,3.57,0.72644,0.286,0.0,0.071,0.0,0.00129,0.054,0.0,0.0002142,2.0,0.0,0.0,14,e
2092.0,25.0,16.07,67.86,39.29,0.0,3.57,0.54356,0.214,0.0,0.054,0.0,0.00257,0.036,0.0,0.0002142,2.0,0.0,0.0,15,e
1611.0,0.0,0.0,95.0,95.0,0.0,0.0,0.1143,0.045,0.0,0.0,0.1,0.0018,0.24,0.0,0.0,2.0,0.0,0.0,5,d
1795.0,10.71,7.14,78.57,46.43,3.6,3.57,0.86106,0.339,0.0,0.0,0.143,0.00964,0.179,0.0043,0.0003213,0.0,0.0,0.0,15,e
2389.0,50.0,8.93,32.14,3.57,3.6,17.86,0.77216,0.304,0.0,0.0,0.071,0.00643,0.643,0.0,0.0,0.0,0.0,0.0,2,d
105.0,0.0,0.0,5.83,5.42,0.0,0.0,0.05334,0.021,0.0,0.0,0.017,0.0,0.217,0.0,0.0,0.0,0.0,0.0,1,b
297.0,0.0,0.0,18.33,13.33,4.2,0.42,0.02032,0.008,0.0,0.0,0.008,0.0003,0.146,0.025,0.0,1.0,0.0,0.0,13,a
209.0,0.0,0.0,11.25,10.0,0.8,0.42,0.02032,0.008,0.0,0.0,0.008,0.00015,0.146,0.0275,0.0001251,1.0,0.0,0.0,12,b
2197.0,35.0,6.25,45.0,25.0,5.0,12.5,0.9525,0.375,0.0,0.0,0.1,0.0036,0.45,0.0,0.0,1.0,0.0,0.0,16,d
2293.0,27.4,6.85,54.79,27.4,0.0,13.7,0.5207,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16,e
88.0,0.0,0.0,3.31,2.48,0.8,0.83,0.79756,0.314,0.0,0.0,0.017,0.0006,0.174,0.0099,0.0001239,1.0,0.0,0.0,4,b
192.0,0.0,0.0,11.25,8.75,0.0,0.83,0.01524,0.006,0.0,0.0,0.008,0.0,0.196,0.03,0.0,0.0,0.0,0.0,3,b
1469.0,2.7,0.0,72.97,2.7,2.7,8.11,2.47142,0.973,0.0,0.0,0.0,0.00486,0.122,0.0,0.0,2.0,0.0,0.0,12,d
1674.0,3.33,0.0,83.33,3.33,3.3,10.0,2.71018,1.067,0.0,0.0,0.0,0.0048,0.117,0.0,0.0,3.0,0.0,0.0,12,c
285.0,0.0,0.0,17.57,2.03,2.0,2.7,0.0,0.0,0.0,0.0,0.014,0.00073,0.486,0.0182,0.0,0.0,0.0,0.0,1,a
105.0,0.0,0.0,5.42,4.58,0.0,0.42,0.06858,0.027,0.0,0.0,0.017,0.0003,0.225,0.0,0.0,0.0,0.0,0.0,1,b
105.0,0.0,0.0,5.42,4.58,0.0,0.42,0.06858,0.027,0.0,0.0,0.017,0.0003,0.225,0.0,0.0,0.0,0.0,0.0,2,b
1674.0,23.33,13.33,41.67,1.67,11.7,28.33,0.71882,0.283,0.0,0.0,0.25,0.006,0.267,0.015,0.0002499,3.0,0.0,0.0,14,d
1778.0,30.0,22.5,47.5,2.5,22.5,12.5,0.41148,0.162,0.0,0.0,0.1,0.0018,0.375,0.0,7.5e-05,5.0,0.0,0.0,15,d
1766.0,15.56,8.89,33.33,15.56,2.2,40.0,0.61976,0.244,0.0,0.011,0.222,0.006,0.111,0.0133,0.0005001,2.0,0.0,0.0,13,d
1582.0,8.89,6.67,37.78,13.33,2.2,40.0,1.29794,0.511,0.0,0.011,0.444,0.014,0.4,0.0267,0.0006666,2.0,0.0,0.0,14,d
1674.0,8.89,6.67,42.22,20.0,2.2,35.56,1.80594,0.711,0.0,0.022,0.444,0.012,0.189,0.0133,0.0005001,2.0,0.0,0.0,15,d
1841.0,16.0,9.0,60.0,40.0,6.0,14.0,1.016,0.4,0.0,0.0,0.04,0.0054,0.32,0.0,0.0,1.0,0.0,0.0,14,e
1757.0,12.0,6.0,64.0,38.0,8.0,14.0,0.4826,0.19,0.0,0.0,0.08,0.0054,0.32,0.0,0.0,2.0,0.0,0.0,15,d
1766.0,11.11,8.89,51.11,33.33,6.7,26.67,0.42418,0.167,0.0,0.011,0.089,0.006,0.1,0.0267,0.0006666,0.0,0.0,0.0,17,d
1858.0,15.56,8.89,46.67,28.89,8.9,26.67,0.56388,0.222,0.0,0.011,0.178,0.006,0.111,0.0267,0.0006666,2.0,0.0,0.0,14,d
1766.0,11.11,10.0,55.56,33.33,8.9,22.22,1.12776,0.444,0.0,0.0,0.556,0.0032,0.144,0.0333,0.0008334,1.0,0.0,0.0,15,e
1582.0,8.89,6.67,31.11,15.56,4.4,40.0,0.59182,0.233,0.0,0.011,0.222,0.006,0.144,0.0133,0.0006666,2.0,0.0,0.0,15,c
1766.0,11.11,8.89,51.11,33.33,6.7,26.67,0.42418,0.167,0.0,0.011,0.089,0.006,0.1,0.0267,0.0006666,0.0,0.0,0.0,16,d
1858.0,15.56,8.89,46.67,28.89,8.9,26.67,0.56388,0.222,0.0,0.011,0.178,0.006,0.111,0.0267,0.0006666,1.0,0.0,0.0,12,d
736.0,3.05,1.53,27.48,2.29,1.5,7.63,0.61976,0.244,0.0,0.011,0.076,0.00137,0.095,0.0,6.87e-05,5.0,0.0,0.0,27,a
736.0,3.05,1.53,28.24,1.53,1.5,7.63,0.56134,0.221,0.0,0.011,0.076,0.00206,0.095,0.0,4.59e-05,3.0,0.0,0.0,14,a
812.0,3.23,1.21,32.26,0.81,1.6,7.26,0.57404,0.226,0.0,0.008,0.016,0.00218,0.113,0.001,0.0,2.0,0.0,0.0,15,a
2389.0,50.0,3.57,21.43,3.57,10.7,21.43,0.0,0.0,0.0,0.0,0.286,0.00386,0.75,0.0,0.0,0.0,0.0,0.0,1,b
2540.0,57.14,3.57,17.86,3.57,10.7,21.43,1.36144,0.536,0.0,0.0,0.286,0.00386,0.679,0.0,0.0,0.0,0.0,0.0,9,c
2540.0,57.14,3.57,17.86,3.57,10.7,21.43,0.77216,0.304,0.0,0.0,0.286,0.00386,0.679,0.0,0.0,0.0,0.0,0.0,3,c
2540.0,57.14,3.57,17.86,3.57,10.7,21.43,1.36144,0.536,0.0,0.0,0.286,0.00386,0.679,0.0,0.0,0.0,0.0,0.0,8,c
2540.0,53.57,3.57,17.86,7.14,10.7,21.43,0.90678,0.357,0.0,0.0,0.286,0.00386,0.643,0.0,0.0,1.0,0.0,0.0,19,c
2531.0,53.49,4.65,16.28,4.65,9.3,20.93,1.3589,0.535,0.0,0.0,0.233,0.00335,0.651,0.0,0.0,0.0,0.0,0.0,8,d
2531.0,55.81,4.65,16.28,4.65,9.3,20.93,0.76708,0.302,0.0,0.0,0.233,0.00335,0.674,0.0,0.0,0.0,0.0,0.0,3,c
2431.0,51.16,3.49,18.6,4.65,11.6,20.93,0.0,0.0,0.0,0.0,0.233,0.00419,0.721,0.0,0.0,0.0,0.0,0.0,1,c
2531.0,53.49,4.65,18.6,4.65,9.3,18.6,1.06426,0.419,0.0,0.0,0.233,0.00335,0.651,0.0,6.99e-05,1.0,0.0,0.0,16,d
2540.0,53.57,3.57,17.86,3.57,10.7,21.43,1.63322,0.643,0.0,0.0,0.286,0.00386,0.643,0.0043,0.0,0.0,0.0,0.0,11,d
2540.0,57.14,3.57,17.86,3.57,10.7,21.43,1.08966,0.429,0.0,0.0,0.286,0.00386,0.679,0.0,0.0001071,1.0,0.0,0.0,15,c
2540.0,53.57,3.57,21.43,7.14,10.7,21.43,1.04394,0.411,0.0,0.0,0.286,0.00386,0.643,0.0,0.0,1.0,0.0,0.0,18,c
105.0,1.04,0.0,3.33,2.92,0.4,0.42,0.15748,0.062,0.0,0.0,0.188,0.0003,0.071,0.0,6.24e-05,4.0,0.0,0.0,10,b
2326.0,50.0,2.78,16.67,5.56,11.1,22.22,0.0,0.0,0.0,0.0,0.222,0.004,0.722,0.0,0.0,0.0,0.0,0.0,1,a
50.0,1.04,0.0,0.42,0.0,0.4,0.42,0.18034,0.071,0.0,0.0,0.188,0.0003,0.067,0.0,6.24e-05,5.0,0.0,0.0,11,b
2531.0,53.49,4.65,18.6,4.65,9.3,18.6,1.06426,0.419,0.0,0.0,0.233,0.00335,0.651,0.0,0.0,1.0,0.0,0.0,19,d
1812.0,6.67,0.0,80.0,0.0,3.3,10.0,0.67818,0.267,0.0,0.0,0.067,0.0012,0.2,0.0,0.0,0.0,0.0,0.0,6,a
2540.0,53.57,3.57,17.86,7.14,10.7,21.43,0.90678,0.357,0.0,0.0,0.286,0.00386,0.643,0.0,0.0,1.0,0.0,0.0,15,c
